"Price","Strike","Maturity","sigma"
0.44629,0.6,0.7,0.66
0.44947,0.6,0.7,0.68
0.45273,0.6,0.7,0.7
0.45605,0.6,0.7,0.72
0.45944,0.6,0.7,0.74
0.46289,0.6,0.7,0.76
0.46639,0.6,0.7,0.78
0.46993,0.6,0.7,0.8
0.47352,0.6,0.7,0.82
0.47716,0.6,0.7,0.84
0.48083,0.6,0.7,0.86
0.48453,0.6,0.7,0.88
0.48827,0.6,0.7,0.9
0.49204,0.6,0.7,0.92
0.49583,0.6,0.7,0.94
0.49964,0.6,0.7,0.96
0.50348,0.6,0.7,0.98
0.50734,0.6,0.7,1
0.40952,0.6,0.8,0.02
0.40952,0.6,0.8,0.04
0.40952,0.6,0.8,0.06
0.40952,0.6,0.8,0.08
0.40952,0.6,0.8,0.1
0.40952,0.6,0.8,0.12
0.40952,0.6,0.8,0.14
0.40953,0.6,0.8,0.16
0.40954,0.6,0.8,0.18
0.40959,0.6,0.8,0.2
0.4097,0.6,0.8,0.22
0.4099,0.6,0.8,0.24
0.41024,0.6,0.8,0.26
0.41075,0.6,0.8,0.28
0.41144,0.6,0.8,0.3
0.41233,0.6,0.8,0.32
0.41344,0.6,0.8,0.34
0.41475,0.6,0.8,0.36
0.41627,0.6,0.8,0.38
0.418,0.6,0.8,0.4
0.41992,0.6,0.8,0.42
0.42203,0.6,0.8,0.44
0.42431,0.6,0.8,0.46
0.42676,0.6,0.8,0.48
0.42935,0.6,0.8,0.5
0.4321,0.6,0.8,0.52
0.43497,0.6,0.8,0.54
0.43797,0.6,0.8,0.56
0.44108,0.6,0.8,0.58
0.4443,0.6,0.8,0.6
0.44761,0.6,0.8,0.62
0.45102,0.6,0.8,0.64
0.4545,0.6,0.8,0.66
0.45807,0.6,0.8,0.68
0.4617,0.6,0.8,0.7
0.46539,0.6,0.8,0.72
0.46915,0.6,0.8,0.74
0.47296,0.6,0.8,0.76
0.47681,0.6,0.8,0.78
0.48072,0.6,0.8,0.8
0.48466,0.6,0.8,0.82
0.48864,0.6,0.8,0.84
0.49265,0.6,0.8,0.86
0.49669,0.6,0.8,0.88
0.50076,0.6,0.8,0.9
0.50486,0.6,0.8,0.92
0.50897,0.6,0.8,0.94
0.51311,0.6,0.8,0.96
0.51726,0.6,0.8,0.98
0.52142,0.6,0.8,1
0.4107,0.6,0.9,0.02
0.4107,0.6,0.9,0.04
0.4107,0.6,0.9,0.06
0.4107,0.6,0.9,0.08
0.4107,0.6,0.9,0.1
0.4107,0.6,0.9,0.12
0.4107,0.6,0.9,0.14
0.41071,0.6,0.9,0.16
0.41074,0.6,0.9,0.18
0.41082,0.6,0.9,0.2
0.41099,0.6,0.9,0.22
0.4113,0.6,0.9,0.24
0.41178,0.6,0.9,0.26
0.41247,0.6,0.9,0.28
0.41337,0.6,0.9,0.3
0.41451,0.6,0.9,0.32
0.41589,0.6,0.9,0.34
0.4175,0.6,0.9,0.36
0.41934,0.6,0.9,0.38
0.4214,0.6,0.9,0.4
0.42366,0.6,0.9,0.42
0.42612,0.6,0.9,0.44
0.42875,0.6,0.9,0.46
0.43156,0.6,0.9,0.48
0.43452,0.6,0.9,0.5
0.43762,0.6,0.9,0.52
0.44086,0.6,0.9,0.54
0.44422,0.6,0.9,0.56
0.4477,0.6,0.9,0.58
0.45127,0.6,0.9,0.6
0.45494,0.6,0.9,0.62
0.4587,0.6,0.9,0.64
0.46253,0.6,0.9,0.66
0.46644,0.6,0.9,0.68
0.47042,0.6,0.9,0.7
0.47445,0.6,0.9,0.72
0.47854,0.6,0.9,0.74
0.48268,0.6,0.9,0.76
0.48686,0.6,0.9,0.78
0.49108,0.6,0.9,0.8
0.49534,0.6,0.9,0.82
0.49963,0.6,0.9,0.84
0.50395,0.6,0.9,0.86
0.5083,0.6,0.9,0.88
0.51267,0.6,0.9,0.9
0.51705,0.6,0.9,0.92
0.52146,0.6,0.9,0.94
0.52588,0.6,0.9,0.96
0.53031,0.6,0.9,0.98
0.53475,0.6,0.9,1
0.41188,0.6,1,0.02
0.41188,0.6,1,0.04
0.41188,0.6,1,0.06
0.41188,0.6,1,0.08
0.41188,0.6,1,0.1
0.41188,0.6,1,0.12
0.41188,0.6,1,0.14
0.4119,0.6,1,0.16
0.41194,0.6,1,0.18
0.41207,0.6,1,0.2
0.41232,0.6,1,0.22
0.41275,0.6,1,0.24
0.41338,0.6,1,0.26
0.41426,0.6,1,0.28
0.4154,0.6,1,0.3
0.41679,0.6,1,0.32
0.41845,0.6,1,0.34
0.42035,0.6,1,0.36
0.4225,0.6,1,0.38
0.42488,0.6,1,0.4
0.42747,0.6,1,0.42
0.43026,0.6,1,0.44
0.43324,0.6,1,0.46
0.43638,0.6,1,0.48
0.43968,0.6,1,0.5
0.44313,0.6,1,0.52
0.4467,0.6,1,0.54
0.4504,0.6,1,0.56
0.45421,0.6,1,0.58
0.45812,0.6,1,0.6
0.46212,0.6,1,0.62
0.4662,0.6,1,0.64
0.47036,0.6,1,0.66
0.47458,0.6,1,0.68
0.47887,0.6,1,0.7
0.48322,0.6,1,0.72
0.48761,0.6,1,0.74
0.49205,0.6,1,0.76
0.49653,0.6,1,0.78
0.50105,0.6,1,0.8
0.50559,0.6,1,0.82
0.51017,0.6,1,0.84
0.51477,0.6,1,0.86
0.51939,0.6,1,0.88
0.52403,0.6,1,0.9
0.52868,0.6,1,0.92
0.53335,0.6,1,0.94
0.53803,0.6,1,0.96
0.54271,0.6,1,0.98
0.5474,0.6,1,1
0.3014,0.7,0.1,0.02
0.3014,0.7,0.1,0.04
0.3014,0.7,0.1,0.06
0.3014,0.7,0.1,0.08
0.3014,0.7,0.1,0.1
0.3014,0.7,0.1,0.12
0.3014,0.7,0.1,0.14
0.3014,0.7,0.1,0.16
0.3014,0.7,0.1,0.18
0.3014,0.7,0.1,0.2
0.3014,0.7,0.1,0.22
0.3014,0.7,0.1,0.24
0.3014,0.7,0.1,0.26
0.3014,0.7,0.1,0.28
0.3014,0.7,0.1,0.3
0.3014,0.7,0.1,0.32
0.30141,0.7,0.1,0.34
0.30142,0.7,0.1,0.36
0.30144,0.7,0.1,0.38
0.30147,0.7,0.1,0.4
0.30152,0.7,0.1,0.42
0.30158,0.7,0.1,0.44
0.30167,0.7,0.1,0.46
0.30178,0.7,0.1,0.48
0.30193,0.7,0.1,0.5
0.30211,0.7,0.1,0.52
0.30232,0.7,0.1,0.54
0.30257,0.7,0.1,0.56
0.30286,0.7,0.1,0.58
0.30319,0.7,0.1,0.6
0.30356,0.7,0.1,0.62
0.30398,0.7,0.1,0.64
0.30444,0.7,0.1,0.66
0.30494,0.7,0.1,0.68
0.30548,0.7,0.1,0.7
0.30606,0.7,0.1,0.72
0.30669,0.7,0.1,0.74
0.30736,0.7,0.1,0.76
0.30806,0.7,0.1,0.78
0.30881,0.7,0.1,0.8
0.3096,0.7,0.1,0.82
0.31042,0.7,0.1,0.84
0.31128,0.7,0.1,0.86
0.31217,0.7,0.1,0.88
0.3131,0.7,0.1,0.9
0.31406,0.7,0.1,0.92
0.31505,0.7,0.1,0.94
0.31607,0.7,0.1,0.96
0.31712,0.7,0.1,0.98
0.3182,0.7,0.1,1
0.30279,0.7,0.2,0.02
0.30279,0.7,0.2,0.04
0.30279,0.7,0.2,0.06
0.30279,0.7,0.2,0.08
0.30279,0.7,0.2,0.1
0.30279,0.7,0.2,0.12
0.30279,0.7,0.2,0.14
0.30279,0.7,0.2,0.16
0.30279,0.7,0.2,0.18
0.30279,0.7,0.2,0.2
0.3028,0.7,0.2,0.22
0.3028,0.7,0.2,0.24
0.30282,0.7,0.2,0.26
0.30285,0.7,0.2,0.28
0.30292,0.7,0.2,0.3
0.30302,0.7,0.2,0.32
0.30317,0.7,0.2,0.34
0.30338,0.7,0.2,0.36
0.30365,0.7,0.2,0.38
0.304,0.7,0.2,0.4
0.30443,0.7,0.2,0.42
0.30494,0.7,0.2,0.44
0.30554,0.7,0.2,0.46
0.30622,0.7,0.2,0.48
0.30698,0.7,0.2,0.5
0.30783,0.7,0.2,0.52
0.30876,0.7,0.2,0.54
0.30977,0.7,0.2,0.56
0.31086,0.7,0.2,0.58
0.31202,0.7,0.2,0.6
0.31325,0.7,0.2,0.62
0.31455,0.7,0.2,0.64
0.31591,0.7,0.2,0.66
0.31734,0.7,0.2,0.68
0.31883,0.7,0.2,0.7
0.32037,0.7,0.2,0.72
0.32197,0.7,0.2,0.74
0.32362,0.7,0.2,0.76
0.32531,0.7,0.2,0.78
0.32705,0.7,0.2,0.8
0.32884,0.7,0.2,0.82
0.33066,0.7,0.2,0.84
0.33253,0.7,0.2,0.86
0.33443,0.7,0.2,0.88
0.33637,0.7,0.2,0.9
0.33834,0.7,0.2,0.92
0.34034,0.7,0.2,0.94
0.34237,0.7,0.2,0.96
0.34443,0.7,0.2,0.98
0.34652,0.7,0.2,1
0.30419,0.7,0.3,0.02
0.30419,0.7,0.3,0.04
0.30419,0.7,0.3,0.06
0.30419,0.7,0.3,0.08
0.30419,0.7,0.3,0.1
0.30419,0.7,0.3,0.12
0.30419,0.7,0.3,0.14
0.30419,0.7,0.3,0.16
0.30419,0.7,0.3,0.18
0.3042,0.7,0.3,0.2
0.30422,0.7,0.3,0.22
0.30428,0.7,0.3,0.24
0.30439,0.7,0.3,0.26
0.30457,0.7,0.3,0.28
0.30484,0.7,0.3,0.3
0.30521,0.7,0.3,0.32
0.3057,0.7,0.3,0.34
0.30631,0.7,0.3,0.36
0.30704,0.7,0.3,0.38
0.30789,0.7,0.3,0.4
0.30888,0.7,0.3,0.42
0.30998,0.7,0.3,0.44
0.31121,0.7,0.3,0.46
0.31255,0.7,0.3,0.48
0.314,0.7,0.3,0.5
0.31555,0.7,0.3,0.52
0.3172,0.7,0.3,0.54
0.31895,0.7,0.3,0.56
0.32078,0.7,0.3,0.58
0.3227,0.7,0.3,0.6
0.32469,0.7,0.3,0.62
0.32676,0.7,0.3,0.64
0.3289,0.7,0.3,0.66
0.3311,0.7,0.3,0.68
0.33336,0.7,0.3,0.7
0.33567,0.7,0.3,0.72
0.33804,0.7,0.3,0.74
0.34046,0.7,0.3,0.76
0.34292,0.7,0.3,0.78
0.34543,0.7,0.3,0.8
0.34797,0.7,0.3,0.82
0.35056,0.7,0.3,0.84
0.35318,0.7,0.3,0.86
0.35583,0.7,0.3,0.88
0.35851,0.7,0.3,0.9
0.36122,0.7,0.3,0.92
0.36396,0.7,0.3,0.94
0.36673,0.7,0.3,0.96
0.36951,0.7,0.3,0.98
0.37232,0.7,0.3,1
0.30558,0.7,0.4,0.02
0.30558,0.7,0.4,0.04
0.30558,0.7,0.4,0.06
0.30558,0.7,0.4,0.08
0.30558,0.7,0.4,0.1
0.30558,0.7,0.4,0.12
0.30558,0.7,0.4,0.14
0.30558,0.7,0.4,0.16
0.30559,0.7,0.4,0.18
0.30564,0.7,0.4,0.2
0.30574,0.7,0.4,0.22
0.30592,0.7,0.4,0.24
0.30621,0.7,0.4,0.26
0.30664,0.7,0.4,0.28
0.30722,0.7,0.4,0.3
0.30796,0.7,0.4,0.32
0.30887,0.7,0.4,0.34
0.30995,0.7,0.4,0.36
0.31119,0.7,0.4,0.38
0.31259,0.7,0.4,0.4
0.31414,0.7,0.4,0.42
0.31583,0.7,0.4,0.44
0.31767,0.7,0.4,0.46
0.31962,0.7,0.4,0.48
0.3217,0.7,0.4,0.5
0.32389,0.7,0.4,0.52
0.32619,0.7,0.4,0.54
0.32858,0.7,0.4,0.56
0.33106,0.7,0.4,0.58
0.33362,0.7,0.4,0.6
0.33626,0.7,0.4,0.62
0.33897,0.7,0.4,0.64
0.34175,0.7,0.4,0.66
0.34459,0.7,0.4,0.68
0.34749,0.7,0.4,0.7
0.35043,0.7,0.4,0.72
0.35343,0.7,0.4,0.74
0.35647,0.7,0.4,0.76
0.35956,0.7,0.4,0.78
0.36268,0.7,0.4,0.8
0.36584,0.7,0.4,0.82
0.36903,0.7,0.4,0.84
0.37225,0.7,0.4,0.86
0.3755,0.7,0.4,0.88
0.37878,0.7,0.4,0.9
0.38208,0.7,0.4,0.92
0.3854,0.7,0.4,0.94
0.38875,0.7,0.4,0.96
0.39211,0.7,0.4,0.98
0.39549,0.7,0.4,1
0.30697,0.7,0.5,0.02
0.30697,0.7,0.5,0.04
0.30697,0.7,0.5,0.06
0.30697,0.7,0.5,0.08
0.30697,0.7,0.5,0.1
0.30697,0.7,0.5,0.12
0.30697,0.7,0.5,0.14
0.30698,0.7,0.5,0.16
0.30703,0.7,0.5,0.18
0.30714,0.7,0.5,0.2
0.30736,0.7,0.5,0.22
0.30773,0.7,0.5,0.24
0.30828,0.7,0.5,0.26
0.30902,0.7,0.5,0.28
0.30996,0.7,0.5,0.3
0.31112,0.7,0.5,0.32
0.31247,0.7,0.5,0.34
0.31403,0.7,0.5,0.36
0.31577,0.7,0.5,0.38
0.31769,0.7,0.5,0.4
0.31978,0.7,0.5,0.42
0.32203,0.7,0.5,0.44
0.32441,0.7,0.5,0.46
0.32693,0.7,0.5,0.48
0.32957,0.7,0.5,0.5
0.33233,0.7,0.5,0.52
0.33519,0.7,0.5,0.54
0.33814,0.7,0.5,0.56
0.34119,0.7,0.5,0.58
0.34431,0.7,0.5,0.6
0.34751,0.7,0.5,0.62
0.35077,0.7,0.5,0.64
0.3541,0.7,0.5,0.66
0.35748,0.7,0.5,0.68
0.36092,0.7,0.5,0.7
0.36441,0.7,0.5,0.72
0.36794,0.7,0.5,0.74
0.37151,0.7,0.5,0.76
0.37511,0.7,0.5,0.78
0.37876,0.7,0.5,0.8
0.38243,0.7,0.5,0.82
0.38613,0.7,0.5,0.84
0.38986,0.7,0.5,0.86
0.39361,0.7,0.5,0.88
0.39738,0.7,0.5,0.9
0.40117,0.7,0.5,0.92
0.40498,0.7,0.5,0.94
0.4088,0.7,0.5,0.96
0.41264,0.7,0.5,0.98
0.41649,0.7,0.5,1
0.30835,0.7,0.6,0.02
0.30835,0.7,0.6,0.04
0.30835,0.7,0.6,0.06
0.30835,0.7,0.6,0.08
0.30835,0.7,0.6,0.1
0.30835,0.7,0.6,0.12
0.30836,0.7,0.6,0.14
0.30839,0.7,0.6,0.16
0.3085,0.7,0.6,0.18
0.30872,0.7,0.6,0.2
0.30912,0.7,0.6,0.22
0.30972,0.7,0.6,0.24
0.31055,0.7,0.6,0.26
0.31164,0.7,0.6,0.28
0.31296,0.7,0.6,0.3
0.31453,0.7,0.6,0.32
0.31633,0.7,0.6,0.34
0.31835,0.7,0.6,0.36
0.32058,0.7,0.6,0.38
0.32299,0.7,0.6,0.4
0.32558,0.7,0.6,0.42
0.32832,0.7,0.6,0.44
0.33122,0.7,0.6,0.46
0.33424,0.7,0.6,0.48
0.33739,0.7,0.6,0.5
0.34065,0.7,0.6,0.52
0.34402,0.7,0.6,0.54
0.34747,0.7,0.6,0.56
0.35101,0.7,0.6,0.58
0.35463,0.7,0.6,0.6
0.35831,0.7,0.6,0.62
0.36206,0.7,0.6,0.64
0.36587,0.7,0.6,0.66
0.36973,0.7,0.6,0.68
0.37364,0.7,0.6,0.7
0.3776,0.7,0.6,0.72
0.38159,0.7,0.6,0.74
0.38562,0.7,0.6,0.76
0.38968,0.7,0.6,0.78
0.39377,0.7,0.6,0.8
0.39789,0.7,0.6,0.82
0.40203,0.7,0.6,0.84
0.40619,0.7,0.6,0.86
0.41037,0.7,0.6,0.88
0.41457,0.7,0.6,0.9
0.41878,0.7,0.6,0.92
0.42301,0.7,0.6,0.94
0.42724,0.7,0.6,0.96
0.43149,0.7,0.6,0.98
0.43574,0.7,0.6,1
0.30973,0.7,0.7,0.02
0.30973,0.7,0.7,0.04
0.30973,0.7,0.7,0.06
0.30973,0.7,0.7,0.08
0.30973,0.7,0.7,0.1
0.30973,0.7,0.7,0.12
0.30975,0.7,0.7,0.14
0.30983,0.7,0.7,0.16
0.31001,0.7,0.7,0.18
0.31038,0.7,0.7,0.2
0.31098,0.7,0.7,0.22
0.31184,0.7,0.7,0.24
0.31299,0.7,0.7,0.26
0.31442,0.7,0.7,0.28
0.31614,0.7,0.7,0.3
0.31812,0.7,0.7,0.32
0.32035,0.7,0.7,0.34
0.32281,0.7,0.7,0.36
0.32548,0.7,0.7,0.38
0.32835,0.7,0.7,0.4
0.3314,0.7,0.7,0.42
0.33461,0.7,0.7,0.44
0.33797,0.7,0.7,0.46
0.34145,0.7,0.7,0.48
0.34506,0.7,0.7,0.5
0.34878,0.7,0.7,0.52
0.3526,0.7,0.7,0.54
0.3565,0.7,0.7,0.56
0.36048,0.7,0.7,0.58
0.36454,0.7,0.7,0.6
0.36867,0.7,0.7,0.62
0.37285,0.7,0.7,0.64
0.37709,0.7,0.7,0.66
0.38137,0.7,0.7,0.68
0.3857,0.7,0.7,0.7
0.39007,0.7,0.7,0.72
0.39447,0.7,0.7,0.74
0.39891,0.7,0.7,0.76
0.40337,0.7,0.7,0.78
0.40785,0.7,0.7,0.8
0.41236,0.7,0.7,0.82
0.41689,0.7,0.7,0.84
0.42144,0.7,0.7,0.86
0.426,0.7,0.7,0.88
0.43057,0.7,0.7,0.9
0.43515,0.7,0.7,0.92
0.43974,0.7,0.7,0.94
0.44434,0.7,0.7,0.96
0.44894,0.7,0.7,0.98
0.45354,0.7,0.7,1
0.31111,0.7,0.8,0.02
0.31111,0.7,0.8,0.04
0.31111,0.7,0.8,0.06
0.31111,0.7,0.8,0.08
0.31111,0.7,0.8,0.1
0.31112,0.7,0.8,0.12
0.31115,0.7,0.8,0.14
0.31128,0.7,0.8,0.16
0.31158,0.7,0.8,0.18
0.31211,0.7,0.8,0.2
0.31294,0.7,0.8,0.22
0.31408,0.7,0.8,0.24
0.31555,0.7,0.8,0.26
0.31733,0.7,0.8,0.28
0.31943,0.7,0.8,0.3
0.3218,0.7,0.8,0.32
0.32444,0.7,0.8,0.34
0.32732,0.7,0.8,0.36
0.33042,0.7,0.8,0.38
0.33372,0.7,0.8,0.4
0.33719,0.7,0.8,0.42
0.34083,0.7,0.8,0.44
0.34461,0.7,0.8,0.46
0.34852,0.7,0.8,0.48
0.35255,0.7,0.8,0.5
0.35668,0.7,0.8,0.52
0.36091,0.7,0.8,0.54
0.36522,0.7,0.8,0.56
0.36961,0.7,0.8,0.58
0.37407,0.7,0.8,0.6
0.37859,0.7,0.8,0.62
0.38316,0.7,0.8,0.64
0.38778,0.7,0.8,0.66
0.39245,0.7,0.8,0.68
0.39716,0.7,0.8,0.7
0.4019,0.7,0.8,0.72
0.40667,0.7,0.8,0.74
0.41147,0.7,0.8,0.76
0.41629,0.7,0.8,0.78
0.42113,0.7,0.8,0.8
0.42599,0.7,0.8,0.82
0.43087,0.7,0.8,0.84
0.43575,0.7,0.8,0.86
0.44065,0.7,0.8,0.88
0.44555,0.7,0.8,0.9
0.45046,0.7,0.8,0.92
0.45538,0.7,0.8,0.94
0.46029,0.7,0.8,0.96
0.46521,0.7,0.8,0.98
0.47012,0.7,0.8,1
0.31249,0.7,0.9,0.02
0.31249,0.7,0.9,0.04
0.31249,0.7,0.9,0.06
0.31249,0.7,0.9,0.08
0.31249,0.7,0.9,0.1
0.3125,0.7,0.9,0.12
0.31257,0.7,0.9,0.14
0.31276,0.7,0.9,0.16
0.31319,0.7,0.9,0.18
0.31391,0.7,0.9,0.2
0.31498,0.7,0.9,0.22
0.31641,0.7,0.9,0.24
0.31819,0.7,0.9,0.26
0.32033,0.7,0.9,0.28
0.32279,0.7,0.9,0.3
0.32554,0.7,0.9,0.32
0.32857,0.7,0.9,0.34
0.33185,0.7,0.9,0.36
0.33534,0.7,0.9,0.38
0.33904,0.7,0.9,0.4
0.34291,0.7,0.9,0.42
0.34694,0.7,0.9,0.44
0.35111,0.7,0.9,0.46
0.35541,0.7,0.9,0.48
0.35983,0.7,0.9,0.5
0.36434,0.7,0.9,0.52
0.36895,0.7,0.9,0.54
0.37364,0.7,0.9,0.56
0.3784,0.7,0.9,0.58
0.38322,0.7,0.9,0.6
0.3881,0.7,0.9,0.62
0.39303,0.7,0.9,0.64
0.39801,0.7,0.9,0.66
0.40302,0.7,0.9,0.68
0.40807,0.7,0.9,0.7
0.41315,0.7,0.9,0.72
0.41826,0.7,0.9,0.74
0.42339,0.7,0.9,0.76
0.42853,0.7,0.9,0.78
0.4337,0.7,0.9,0.8
0.43887,0.7,0.9,0.82
0.44406,0.7,0.9,0.84
0.44925,0.7,0.9,0.86
0.45445,0.7,0.9,0.88
0.45966,0.7,0.9,0.9
0.46486,0.7,0.9,0.92
0.47006,0.7,0.9,0.94
0.47526,0.7,0.9,0.96
0.48046,0.7,0.9,0.98
0.48565,0.7,0.9,1
0.31386,0.7,1,0.02
0.31386,0.7,1,0.04
0.31386,0.7,1,0.06
0.31386,0.7,1,0.08
0.31386,0.7,1,0.1
0.31388,0.7,1,0.12
0.31399,0.7,1,0.14
0.31427,0.7,1,0.16
0.31484,0.7,1,0.18
0.31577,0.7,1,0.2
0.31708,0.7,1,0.22
0.3188,0.7,1,0.24
0.3209,0.7,1,0.26
0.32338,0.7,1,0.28
0.32619,0.7,1,0.3
0.32931,0.7,1,0.32
0.33271,0.7,1,0.34
0.33635,0.7,1,0.36
0.34022,0.7,1,0.38
0.34429,0.7,1,0.4
0.34853,0.7,1,0.42
0.35293,0.7,1,0.44
0.35747,0.7,1,0.46
0.36213,0.7,1,0.48
0.36691,0.7,1,0.5
0.37178,0.7,1,0.52
0.37673,0.7,1,0.54
0.38177,0.7,1,0.56
0.38687,0.7,1,0.58
0.39203,0.7,1,0.6
0.39724,0.7,1,0.62
0.4025,0.7,1,0.64
0.4078,0.7,1,0.66
0.41314,0.7,1,0.68
0.4185,0.7,1,0.7
0.42389,0.7,1,0.72
0.4293,0.7,1,0.74
0.43473,0.7,1,0.76
0.44018,0.7,1,0.78
0.44563,0.7,1,0.8
0.4511,0.7,1,0.82
0.45657,0.7,1,0.84
0.46204,0.7,1,0.86
0.46752,0.7,1,0.88
0.47299,0.7,1,0.9
0.47846,0.7,1,0.92
0.48393,0.7,1,0.94
0.48938,0.7,1,0.96
0.49483,0.7,1,0.98
0.50027,0.7,1,1
0.2016,0.8,0.1,0.02
0.2016,0.8,0.1,0.04
0.2016,0.8,0.1,0.06
0.2016,0.8,0.1,0.08
0.2016,0.8,0.1,0.1
0.2016,0.8,0.1,0.12
0.2016,0.8,0.1,0.14
0.2016,0.8,0.1,0.16
0.2016,0.8,0.1,0.18
0.2016,0.8,0.1,0.2
0.20161,0.8,0.1,0.22
0.20163,0.8,0.1,0.24
0.20167,0.8,0.1,0.26
0.20174,0.8,0.1,0.28
0.20185,0.8,0.1,0.3
0.20201,0.8,0.1,0.32
0.20223,0.8,0.1,0.34
0.20251,0.8,0.1,0.36
0.20287,0.8,0.1,0.38
0.20329,0.8,0.1,0.4
0.20379,0.8,0.1,0.42
0.20436,0.8,0.1,0.44
0.20501,0.8,0.1,0.46
0.20572,0.8,0.1,0.48
0.2065,0.8,0.1,0.5
0.20735,0.8,0.1,0.52
0.20826,0.8,0.1,0.54
0.20923,0.8,0.1,0.56
0.21026,0.8,0.1,0.58
0.21134,0.8,0.1,0.6
0.21248,0.8,0.1,0.62
0.21366,0.8,0.1,0.64
0.2149,0.8,0.1,0.66
0.21617,0.8,0.1,0.68
0.21749,0.8,0.1,0.7
0.21884,0.8,0.1,0.72
0.22023,0.8,0.1,0.74
0.22166,0.8,0.1,0.76
0.22312,0.8,0.1,0.78
0.22461,0.8,0.1,0.8
0.22613,0.8,0.1,0.82
0.22768,0.8,0.1,0.84
0.22925,0.8,0.1,0.86
0.23085,0.8,0.1,0.88
0.23247,0.8,0.1,0.9
0.23411,0.8,0.1,0.92
0.23577,0.8,0.1,0.94
0.23746,0.8,0.1,0.96
0.23916,0.8,0.1,0.98
0.24088,0.8,0.1,1
0.20319,0.8,0.2,0.02
0.20319,0.8,0.2,0.04
0.20319,0.8,0.2,0.06
0.20319,0.8,0.2,0.08
0.20319,0.8,0.2,0.1
0.20319,0.8,0.2,0.12
0.2032,0.8,0.2,0.14
0.20321,0.8,0.2,0.16
0.20324,0.8,0.2,0.18
0.20333,0.8,0.2,0.2
0.20351,0.8,0.2,0.22
0.20379,0.8,0.2,0.24
0.20419,0.8,0.2,0.26
0.20473,0.8,0.2,0.28
0.20542,0.8,0.2,0.3
0.20625,0.8,0.2,0.32
0.20722,0.8,0.2,0.34
0.20833,0.8,0.2,0.36
0.20956,0.8,0.2,0.38
0.21092,0.8,0.2,0.4
0.21239,0.8,0.2,0.42
0.21397,0.8,0.2,0.44
0.21565,0.8,0.2,0.46
0.21741,0.8,0.2,0.48
0.21926,0.8,0.2,0.5
0.22119,0.8,0.2,0.52
0.22319,0.8,0.2,0.54
0.22525,0.8,0.2,0.56
0.22738,0.8,0.2,0.58
0.22956,0.8,0.2,0.6
0.23179,0.8,0.2,0.62
0.23407,0.8,0.2,0.64
0.23639,0.8,0.2,0.66
0.23875,0.8,0.2,0.68
0.24115,0.8,0.2,0.7
0.24359,0.8,0.2,0.72
0.24605,0.8,0.2,0.74
0.24855,0.8,0.2,0.76
0.25108,0.8,0.2,0.78
0.25363,0.8,0.2,0.8
0.2562,0.8,0.2,0.82
0.2588,0.8,0.2,0.84
0.26141,0.8,0.2,0.86
0.26405,0.8,0.2,0.88
0.2667,0.8,0.2,0.9
0.26937,0.8,0.2,0.92
0.27206,0.8,0.2,0.94
0.27476,0.8,0.2,0.96
0.27747,0.8,0.2,0.98
0.28019,0.8,0.2,1
0.20479,0.8,0.3,0.02
0.20479,0.8,0.3,0.04
0.20479,0.8,0.3,0.06
0.20479,0.8,0.3,0.08
0.20479,0.8,0.3,0.1
0.20479,0.8,0.3,0.12
0.20481,0.8,0.3,0.14
0.20489,0.8,0.3,0.16
0.20509,0.8,0.3,0.18
0.20543,0.8,0.3,0.2
0.20597,0.8,0.3,0.22
0.20671,0.8,0.3,0.24
0.20767,0.8,0.3,0.26
0.20884,0.8,0.3,0.28
0.21021,0.8,0.3,0.3
0.21177,0.8,0.3,0.32
0.21351,0.8,0.3,0.34
0.21541,0.8,0.3,0.36
0.21745,0.8,0.3,0.38
0.21963,0.8,0.3,0.4
0.22193,0.8,0.3,0.42
0.22434,0.8,0.3,0.44
0.22685,0.8,0.3,0.46
0.22945,0.8,0.3,0.48
0.23214,0.8,0.3,0.5
0.23489,0.8,0.3,0.52
0.23772,0.8,0.3,0.54
0.2406,0.8,0.3,0.56
0.24354,0.8,0.3,0.58
0.24653,0.8,0.3,0.6
0.24957,0.8,0.3,0.62
0.25265,0.8,0.3,0.64
0.25577,0.8,0.3,0.66
0.25892,0.8,0.3,0.68
0.26211,0.8,0.3,0.7
0.26532,0.8,0.3,0.72
0.26856,0.8,0.3,0.74
0.27183,0.8,0.3,0.76
0.27512,0.8,0.3,0.78
0.27843,0.8,0.3,0.8
0.28175,0.8,0.3,0.82
0.2851,0.8,0.3,0.84
0.28846,0.8,0.3,0.86
0.29183,0.8,0.3,0.88
0.29522,0.8,0.3,0.9
0.29862,0.8,0.3,0.92
0.30203,0.8,0.3,0.94
0.30545,0.8,0.3,0.96
0.30888,0.8,0.3,0.98
0.31231,0.8,0.3,1
0.20637,0.8,0.4,0.02
0.20637,0.8,0.4,0.04
0.20637,0.8,0.4,0.06
0.20637,0.8,0.4,0.08
0.20638,0.8,0.4,0.1
0.2064,0.8,0.4,0.12
0.20649,0.8,0.4,0.14
0.20672,0.8,0.4,0.16
0.20717,0.8,0.4,0.18
0.20787,0.8,0.4,0.2
0.20886,0.8,0.4,0.22
0.21013,0.8,0.4,0.24
0.21167,0.8,0.4,0.26
0.21346,0.8,0.4,0.28
0.21548,0.8,0.4,0.3
0.21771,0.8,0.4,0.32
0.22013,0.8,0.4,0.34
0.22272,0.8,0.4,0.36
